persid,hhid,persno,primary_mode_raw,travel_mode_3,agegroup,sex,relationship,studying,anywork,anzsco1,anzsco2,emptype,persinc,hhinc_group,totalvehs,owndwell,homelga,homesubregion_asgs_person,homeregion_asgs_person,homesubregion_asgs_hh,homeregion_asgs_hh,perspoststratweight,hhpoststratweight,travdow_person,fulltimework,parttimework,casualwork,activities,mainact,anzsic1,anzsic2,startplace,numstops,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight_group_1,perspoststratweight_group_2,perspoststratweight_group_3,perspoststratweight_group_4,perspoststratweight_group_5,perspoststratweight_group_6,perspoststratweight_group_7,perspoststratweight_group_8,perspoststratweight_group_9,perspoststratweight_group_10,daytype_person,surveyperiod,hhsize,dwelltype,totalbikes,travmonth,travdow_hh,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhpoststratweight_group_1,hhpoststratweight_group_2,hhpoststratweight_group_3,hhpoststratweight_group_4,hhpoststratweight_group_5,hhpoststratweight_group_6,hhpoststratweight_group_7,hhpoststratweight_group_8,hhpoststratweight_group_9,hhpoststratweight_group_10,daytype_hh
Y24H6080510P02,Y24H6080510,2,Vehicle Driver,Private,25->29,Male,Child,No Study,Yes,Professionals,Health Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",2,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,470.250606159,420.4483572,Wednesday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,12,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,512.905464456,637.52860679,502.527466606,507.528284591,572.4285789,479.6181796,519.574632954,493.262394422,482.532552618,0.0,Weekday,2023-24,2,"Unit, Flat or Apartment",1,March,Wednesday,25->29,45->49,60->64,450.1526189,565.3138254,468.3748666,437.0137494,481.9451638,477.3579708,422.193399,447.6498538,443.4740883,0.0,Weekday
Y24H6080513P02,Y24H6080513,2,Vehicle Driver,Private,35->39,Female,Spouse,No Study,Yes,Clerical and Administrative Workers,General Clerical Workers,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,337.947818851,345.8633325,Saturday,Yes,No,No,No other activity,Full-time Work,Education and Training,Tertiary Education,At Home,11,Yes,No,No,Yes,Yes,Yes,No,No,No,Not applicable,No,No,No,338.577304594,542.424572547,347.434420079,343.182335588,407.821848078,371.127152877,358.980100055,368.536236444,334.505725468,0.0,Weekend,2023-24,4,Separate House,4,March,Saturday,5->9,20->24,35->39,351.1552691,538.7883848,357.902281,348.4516118,414.4148291,374.2469187,384.5553981,376.4376334,352.0694183,0.0,Weekend
Y24H6080513P03,Y24H6080513,3,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,395.069228724,345.8633325,Saturday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,403.24758862,656.818773193,430.622462943,405.323794274,458.398231682,453.249965814,389.589460385,423.131452007,389.595613792,0.0,Weekend,2023-24,4,Separate House,4,March,Saturday,5->9,20->24,35->39,351.1552691,538.7883848,357.902281,348.4516118,414.4148291,374.2469187,384.5553981,376.4376334,352.0694183,0.0,Weekend
Y24H6080513P04,Y24H6080513,4,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,395.069228724,345.8633325,Saturday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,403.24758862,656.818773193,430.622462943,405.323794274,458.398231682,453.249965814,389.589460385,423.131452007,389.595613792,0.0,Weekend,2023-24,4,Separate House,4,March,Saturday,5->9,20->24,35->39,351.1552691,538.7883848,357.902281,348.4516118,414.4148291,374.2469187,384.5553981,376.4376334,352.0694183,0.0,Weekend
Y24H6080515P01,Y24H6080515,1,Vehicle Driver,Private,45->49,Male,Self,No Study,Yes,Labourers,Factory Process Workers,Paid Employee,"$800-$999 ($41,600-$51,999)","$2,000-$2,499 ($104,000-$129,999)",2,Fully Owned,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,514.519344267,298.3687218,Monday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Polymer Product and Rubber Product Manufacturing,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,511.658403928,759.807240206,520.593121498,521.118828432,616.810185017,702.400516716,627.768872781,537.519663286,526.59195663,0.0,Weekday,2023-24,4,Terrace or Townhouse,0,March,Monday,10->14,25->29,45->49,297.1662786,456.2833051,301.2242389,314.0110194,359.7251052,334.0678582,335.7082727,324.0893679,295.836632,0.0,Weekday
Y24H6080515P02,Y24H6080515,2,Vehicle Driver,Private,40->44,Female,Spouse,No Study,Yes,Managers,MANAGERS (NEC),Paid Employee,"$1,000-$1,249 ($52,000-$64,999)","$2,000-$2,499 ($104,000-$129,999)",2,Fully Owned,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,250.294481138,298.3687218,Monday,Yes,No,No,No other activity,Full-time Work,Education and Training,Preschool and School Education,At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,260.529197223,325.911649176,251.372396882,279.154671367,310.071668874,290.314383803,281.188747889,263.604423863,238.402414706,0.0,Weekday,2023-24,4,Terrace or Townhouse,0,March,Monday,10->14,25->29,45->49,297.1662786,456.2833051,301.2242389,314.0110194,359.7251052,334.0678582,335.7082727,324.0893679,295.836632,0.0,Weekday
Y24H6080515P03,Y24H6080515,3,Vehicle Passenger,Private,15->19,Male,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Negative income,"$2,000-$2,499 ($104,000-$129,999)",2,Fully Owned,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,407.027311694,298.3687218,Monday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,374.82851889,649.070760104,425.380572609,398.22923847,490.093222387,454.046111719,559.694587051,434.326259704,401.993876586,0.0,Weekday,2023-24,4,Terrace or Townhouse,0,March,Monday,10->14,25->29,45->49,297.1662786,456.2833051,301.2242389,314.0110194,359.7251052,334.0678582,335.7082727,324.0893679,295.836632,0.0,Weekday
Y24H6080515P04,Y24H6080515,4,Vehicle Passenger,Private,10->14,Female,Child,Secondary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",2,Fully Owned,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,657.012264412,298.3687218,Monday,Not applicable,Not applicable,Not applicable,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,687.522541877,879.312234196,683.63862403,686.064429469,734.220825229,677.881978723,1160.189021412,673.598056028,645.806119725,0.0,Weekday,2023-24,4,Terrace or Townhouse,0,March,Monday,10->14,25->29,45->49,297.1662786,456.2833051,301.2242389,314.0110194,359.7251052,334.0678582,335.7082727,324.0893679,295.836632,0.0,Weekday
Y24H6080517P01,Y24H6080517,1,Vehicle Driver,Private,55->59,Male,Self,No Study,Yes,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)",1,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,800.296025799,432.0076777,Wednesday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Rail Transport,At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,968.303109892,1001.531685574,911.392285282,855.589987836,897.822903581,816.591503501,858.641088662,874.634633782,915.78884849,0.0,Weekday,2023-24,1,Separate House,Missing/Refused,March,Wednesday,55->59,55->59,55->59,489.3578944,561.2112569,465.87617,502.7473657,497.8903566,452.5122446,467.120072,461.5781999,457.3881782,0.0,Weekday
Y24H6080518P02,Y24H6080518,2,Vehicle Driver,Private,40->44,Female,Spouse,No Study,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$4,000-$4,499 ($208,000-$233,999)",1,Being Purchased,Brimbank (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,225.494914162,268.8058842,Thursday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration,At Home,4,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Not applicable,No,No,No,251.028215527,267.153394892,257.069178434,260.369154568,276.026652389,218.694199809,244.465100427,222.710304869,224.130133022,0.0,Weekday,2023-24,3,Separate House,3,March,Thursday,0->4,30->34,45->49,286.3292155,374.0204877,308.0507987,292.8798692,320.228278,251.6537485,291.8642983,273.8119523,278.1259735,0.0,Weekday
Y24H6080530P01,Y24H6080530,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Professionals,Health Professionals,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)",1,Being Purchased,Maribyrnong (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,415.929674444,710.0448169,Tuesday,No,Yes,No,Keeping House,Part-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,Yes,414.170538898,455.031142795,0.0,477.685535007,459.822956592,625.646599913,430.892713256,486.937599924,377.813065103,411.918178127,Weekday,2023-24,4,Separate House,4,March,Tuesday,5->9,15->19,40->44,677.1843521,825.6439749,0.0,850.7934074,757.271447,958.843998,814.7946966,833.9921485,667.8259223,702.3808454,Weekday
Y24H6080533P01,Y24H6080533,1,Train,Public,25->29,Male,Self,No Study,Yes,Professionals,Business Human Resource and Marketing Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",1,Being Rented,Maribyrnong (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,889.173776153,1143.694474,Friday,Yes,No,No,No other activity,Full-time Work,Financial and Insurance Services,Finance,At Home,6,No,No,No,No,No,No,No,No,Yes,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,952.179628963,938.978055339,0.0,1279.220327709,929.580750421,1127.372958094,1015.267762007,955.700786879,840.83558109,842.88069821,Weekday,2023-24,1,"Unit, Flat or Apartment",0,March,Friday,25->29,25->29,25->29,1183.813991,1253.808722,0.0,1608.607985,1156.415083,1559.414257,1289.336748,1243.382555,1120.262717,1085.350193,Weekday
Y24H6080539P02,Y24H6080539,2,Vehicle Driver,Private,30->34,Male,Spouse,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Rented,Maribyrnong (C),MELB - Inner,Greater Melbourne,MELB - Inner,Greater Melbourne,965.444269748,846.1940048,Thursday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Road Transport,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,945.662517031,1034.147785756,0.0,1243.840534692,1012.041551294,1345.851421133,937.072231188,1010.290832032,936.23412882,903.043545231,Weekday,2023-24,2,Separate House,3,March,Thursday,30->34,30->34,30->34,824.0678836,903.2071523,0.0,1076.184239,860.5511574,1171.15574,890.9042728,910.776821,826.4695164,871.0860352,Weekday
Y24H6086102P03,Y24H6086102,3,Public Bus,Public,15->19,Female,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$800-$999 ($41,600-$51,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,136.232407727,157.3772449,Tuesday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,6,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Other,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,135.559240005,144.828141605,178.729996163,141.37983378,146.008021944,0.0,157.654647173,151.253291041,136.263830549,166.768686727,Weekday,2023-24,4,Separate House,Missing/Refused,March,Tuesday,15->19,25->29,40->44,172.5385458,164.2643677,207.2922141,189.3002458,171.4095952,0.0,139.1868781,180.4463591,156.8739549,209.3130611,Weekday
Y24H6086102P04,Y24H6086102,4,Public Bus,Public,15->19,Male,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$800-$999 ($41,600-$51,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,135.910420652,157.3772449,Tuesday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,6,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Other,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,131.559193479,153.813511379,178.356774983,147.936742705,144.29723491,0.0,151.670156232,152.765296986,135.813958107,156.649275701,Weekday,2023-24,4,Separate House,Missing/Refused,March,Tuesday,15->19,25->29,40->44,172.5385458,164.2643677,207.2922141,189.3002458,171.4095952,0.0,139.1868781,180.4463591,156.8739549,209.3130611,Weekday
Y24H6086105P02,Y24H6086105,2,Vehicle Driver,Private,35->39,Male,Spouse,No Study,Yes,Machinery Operators and Drivers,Mobile Plant Operators,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)","$2,000-$2,499 ($104,000-$129,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,140.727678795,161.2189715,Friday,Yes,No,No,No other activity,Full-time Work,Wholesale Trade,Basic Material Wholesaling,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,148.680724093,138.294548415,136.557656782,183.54137941,149.995735419,0.0,139.904375862,148.233831466,140.414474954,232.410254194,Weekday,2023-24,4,Terrace or Townhouse,4,March,Friday,5->9,20->24,40->44,174.6626331,175.4861462,214.7454443,202.7927031,178.8752449,0.0,140.5632316,173.4389746,160.6782564,209.1232761,Weekday
Y24H6086105P03,Y24H6086105,3,Vehicle Passenger,Private,10->14,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,125.382525023,161.2189715,Friday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,109.9050498,136.0937079,149.375561411,154.5623486,134.6891348,0.0,124.416294262,137.149954474,124.70565647,163.802878486,Weekday,2023-24,4,Terrace or Townhouse,4,March,Friday,5->9,20->24,40->44,174.6626331,175.4861462,214.7454443,202.7927031,178.8752449,0.0,140.5632316,173.4389746,160.6782564,209.1232761,Weekday
Y24H6086105P04,Y24H6086105,4,Vehicle Passenger,Private,5->9,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,242.71680096,161.2189715,Friday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,258.446586212,278.543138399,470.637090244,288.155231472,279.980752658,0.0,203.2715418,263.278998241,242.070148673,263.989892168,Weekday,2023-24,4,Terrace or Townhouse,4,March,Friday,5->9,20->24,40->44,174.6626331,175.4861462,214.7454443,202.7927031,178.8752449,0.0,140.5632316,173.4389746,160.6782564,209.1232761,Weekday
Y24H6086112P01,Y24H6086112,1,Vehicle Driver,Private,30->34,Female,Self,No Study,Yes,Labourers,Construction and Mining Labourers,Paid Employee,"$800-$999 ($41,600-$51,999)","$1,250-$1,499 ($65,000-$77,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,129.811043054,140.5559329,Friday,Yes,No,No,No other activity,Full-time Work,Mining,Mining (NEC),At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,143.813472328,125.523394571,170.466361028,119.719607928,142.360011556,0.0,155.828846353,146.353703143,128.802588935,157.071407812,Weekday,2023-24,2,Separate House,0,March,Friday,25->29,25->29,30->34,154.5579567,159.0368869,162.7890937,149.5422688,162.5596181,0.0,156.8558034,155.0986903,139.7510025,155.6399209,Weekday
Y24H6086112P02,Y24H6086112,2,Vehicle Driver,Private,25->29,Female,Spouse,No Study,Yes,Sales Workers,Sales Assistants and Salespersons,Paid Employee,"$500-$649 ($26,000-$33,799)","$1,250-$1,499 ($65,000-$77,999)",2,Being Rented,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,104.565650588,140.5559329,Friday,No,No,Yes,No other activity,Casual Work,Retail Trade,Other Store-Based Retailing,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,105.043551614,113.946024504,126.640351666,131.671781366,122.558021544,0.0,100.800346587,107.738694433,104.148594149,135.028663184,Weekday,2023-24,2,Separate House,0,March,Friday,25->29,25->29,30->34,154.5579567,159.0368869,162.7890937,149.5422688,162.5596181,0.0,156.8558034,155.0986903,139.7510025,155.6399209,Weekday
Y24H6086125P02,Y24H6086125,2,Vehicle Driver,Private,40->44,Female,Spouse,No Study,No,Not in Work Force,Not in Work Force,Not in Work Force,"$2,000-$2,999 ($104,000-$155,999)","$6,000-$7,999 ($312,000-$415,999)",2,Fully Owned,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,509.44543972,244.6058099,Thursday,No,No,No,No other activity,Other,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,636.74239578,560.726411539,0.0,439.828431067,518.529516195,540.469960627,519.284081045,492.435035255,502.73786521,637.350022778,Weekday,2023-24,6,Separate House,3,March,Thursday,5->9,30->34,45->49,303.5317579,264.9633739,0.0,228.3221828,243.4987192,278.5149114,236.2644407,256.8168709,241.2193716,301.8087729,Weekday
Y24H6086125P03,Y24H6086125,3,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$6,000-$7,999 ($312,000-$415,999)",2,Fully Owned,Greater Shepparton (C),Other,Shepparton SA4,Other,Shepparton SA4,553.693462758,244.6058099,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,694.183227588,593.998301919,0.0,465.077110986,578.474985426,642.622402367,532.722588811,578.981188,546.91993599,608.406942095,Weekday,2023-24,6,Separate House,3,March,Thursday,5->9,30->34,45->49,303.5317579,264.9633739,0.0,228.3221828,243.4987192,278.5149114,236.2644407,256.8168709,241.2193716,301.8087729,Weekday
